GEOID,Area_Name,percent2,income2,percent3,income3,percent4,income4,percent5,income5,percent6,income6,percent7,income7
1400000US17031050800,"Census Tract 508, Cook County, Illinois",36.3,154821,25.7,238438,27.3,148000,8.3,"250,000+",2.3,-,0,-
1400000US17031050900,"Census Tract 509, Cook County, Illinois",55.3,88750,22.5,123750,19.4,185625,2.8,-,0,-,0,-
1400000US17031051000,"Census Tract 510, Cook County, Illinois",36.4,73214,25.6,203750,34.6,181806,3.4,-,0,-,0,-
1400000US17031051100,"Census Tract 511, Cook County, Illinois",29.7,148661,31.7,227083,31,183750,7.6,202188,0,-,0,-
1400000US17031051200,"Census Tract 512, Cook County, Illinois",36.9,124750,43.4,196875,11.8,-,8,-,0,-,0,-
1400000US17031051300,"Census Tract 513, Cook County, Illinois",39.7,147321,31.4,163750,28.8,"250,000+",0.1,-,0,-,0,-
1400000US17031051400,"Census Tract 514, Cook County, Illinois",41.4,116875,27.9,120714,18.1,226875,12.5,"250,000+",0,-,0,-
1400000US17031060100,"Census Tract 601, Cook County, Illinois",52.1,95417,17.2,176944,19.3,"250,000+",11.4,"250,000+",0,-,0,-
1400000US17031060200,"Census Tract 602, Cook County, Illinois",38,124125,25.9,-,21,-,8.6,-,6.5,-,0,-
1400000US17031060300,"Census Tract 603, Cook County, Illinois",48.9,117188,12.8,184271,31.3,"250,000+",6.9,218667,0,-,0,-
1400000US17031060400,"Census Tract 604, Cook County, Illinois",47,159152,19.1,173967,27.4,"250,000+",6.5,"250,000+",0,-,0,-
1400000US17031060500,"Census Tract 605, Cook County, Illinois",67.6,83333,8.2,189500,18.3,"250,000+",4.1,-,1.8,-,0,-
1400000US17031060800,"Census Tract 608, Cook County, Illinois",72.1,122019,8.5,100900,17.3,-,2.2,-,0,-,0,-
1400000US17031060900,"Census Tract 609, Cook County, Illinois",49.8,82564,37.4,88310,12.8,216250,0,-,0,-,0,-
1400000US17031061000,"Census Tract 610, Cook County, Illinois",80.3,125096,11.3,221705,2.9,-,5.5,-,0,-,0,-
1400000US17031061100,"Census Tract 611, Cook County, Illinois",56.6,158333,15.7,-,13.8,"250,000+",13.8,-,0,-,0,-
1400000US17031061200,"Census Tract 612, Cook County, Illinois",43.3,86875,8.8,211875,39.5,"250,000+",6.9,"250,000+",0,-,1.5,-
1400000US17031061500,"Census Tract 615, Cook County, Illinois",62.7,142273,22.2,197250,6.9,"250,000+",6.5,-,1.6,-,0,-
1400000US17031061800,"Census Tract 618, Cook County, Illinois",50.3,117292,22.8,119063,18.1,160938,0,-,8.7,-,0,-
1400000US17031061901,"Census Tract 619.01, Cook County, Illinois",65,107269,13.3,"250,000+",12.4,-,9.3,"250,000+",0,-,0,-
1400000US17031061902,"Census Tract 619.02, Cook County, Illinois",76,91346,12.3,138188,3.7,-,5.7,-,2.2,-,0,-
1400000US17031062000,"Census Tract 620, Cook County, Illinois",76.8,157793,0,-,17.4,179773,5.8,-,0,-,0,-
1400000US17031062100,"Census Tract 621, Cook County, Illinois",67.8,115847,11,174318,7.9,-,13.4,"250,000+",0,-,0,-
1400000US17031062200,"Census Tract 622, Cook County, Illinois",65.2,158068,18.4,170625,9.8,155625,6.6,-,0,-,0,-
1400000US17031062300,"Census Tract 623, Cook County, Illinois",46.5,170156,19.4,"250,000+",29.1,"250,000+",5,-,0,-,0,-
1400000US17031062400,"Census Tract 624, Cook County, Illinois",59.7,132292,15.9,226250,20.5,193958,2.9,-,1.2,-,0,-
1400000US17031062500,"Census Tract 625, Cook County, Illinois",60.2,149091,17.2,240625,16.2,"250,000+",5.2,-,1.3,-,0,-
1400000US17031062600,"Census Tract 626, Cook County, Illinois",31.1,232596,31.1,224875,32.1,"250,000+",5.7,"250,000+",0,-,0,-
1400000US17031062700,"Census Tract 627, Cook County, Illinois",45.8,214432,22.5,210208,16.6,216406,10.5,"250,000+",3.2,-,1.4,-
1400000US17031062800,"Census Tract 628, Cook County, Illinois",47.8,183625,23.4,"250,000+",23.6,"250,000+",2.2,-,3,-,0,-
1400000US17031062900,"Census Tract 629, Cook County, Illinois",65,165469,17.7,181250,15.9,"250,000+",0,-,1.4,-,0,-
1400000US17031063000,"Census Tract 630, Cook County, Illinois",58.5,152125,21.4,228750,13.8,243631,6.3,-,0,-,0,-
1400000US17031063100,"Census Tract 631, Cook County, Illinois",51.2,165114,27.6,181250,19.2,-,2.1,-,0,-,0,-
1400000US17031063200,"Census Tract 632, Cook County, Illinois",58.4,125963,22.2,"250,000+",13.8,199069,5.6,-,0,-,0,-
1400000US17031063301,"Census Tract 633.01, Cook County, Illinois",78.1,115521,10.6,-,11.2,-,0,-,0,-,0,-
1400000US17031063302,"Census Tract 633.02, Cook County, Illinois",72.6,125714,20.6,139853,6.8,-,0,-,0,-,0,-
1400000US17031063303,"Census Tract 633.03, Cook County, Illinois",83,145577,16.5,161250,0.4,-,0,-,0,-,0,-
1400000US17031063400,"Census Tract 634, Cook County, Illinois",43.9,148095,30.4,"250,000+",22.3,209511,0,-,3.4,-,0,-
1400000US17031070101,"Census Tract 701.01, Cook County, Illinois",67.4,139340,9.6,-,20.2,-,2.7,-,0,-,0,-
1400000US17031070102,"Census Tract 701.02, Cook County, Illinois",67,223625,16.4,211518,14.7,"250,000+",2,-,0,-,0,-
1400000US17031070103,"Census Tract 701.03, Cook County, Illinois",74.2,68167,6.6,-,19.2,-,0,-,0,-,0,-
1400000US17031070200,"Census Tract 702, Cook County, Illinois",56.3,155735,18.8,-,18.4,"250,000+",6.6,-,0,-,0,-
1400000US17031070300,"Census Tract 703, Cook County, Illinois",55.8,185833,22.5,195865,12,"250,000+",8,241719,1.6,-,0,-
1400000US17031070400,"Census Tract 704, Cook County, Illinois",65.8,135278,16.6,"250,000+",14.2,225000,3.4,"250,000+",0,-,0,-
1400000US17031070500,"Census Tract 705, Cook County, Illinois",50.4,193929,23.9,"250,000+",18.7,"250,000+",3.1,"250,000+",1.9,-,2.1,-
1400000US17031070600,"Census Tract 706, Cook County, Illinois",40.7,158958,30.6,"250,000+",12.6,"250,000+",10.9,-,5.2,-,0,-
1400000US17031070700,"Census Tract 707, Cook County, Illinois",42.3,122279,24.8,"250,000+",19.1,"250,000+",6.8,"250,000+",3.6,-,3.5,-
1400000US17031071000,"Census Tract 710, Cook County, Illinois",56.3,157569,12,"250,000+",16.3,"250,000+",10.7,-,4.6,-,0,-
1400000US17031071100,"Census Tract 711, Cook County, Illinois",43.5,130417,28.6,229271,20.6,"250,000+",7.3,"250,000+",0,-,0,-
1400000US17031071200,"Census Tract 712, Cook County, Illinois",56.2,168000,20.4,93594,15.1,-,8.2,"250,000+",0,-,0,-
1400000US17031071300,"Census Tract 713, Cook County, Illinois",44.1,148438,22.7,"250,000+",21.7,202065,11.4,"250,000+",0,-,0,-
1400000US17031071400,"Census Tract 714, Cook County, Illinois",68.8,161591,22,"250,000+",9.3,"250,000+",0,-,0,-,0,-
1400000US17031071500,"Census Tract 715, Cook County, Illinois",57.8,153088,21,153750,21.2,"250,000+",0,-,0,-,0,-
1400000US17031071600,"Census Tract 716, Cook County, Illinois",40,165625,21.1,126458,28.8,"250,000+",6.7,"250,000+",3,-,0.5,-
1400000US17031071700,"Census Tract 717, Cook County, Illinois",51.5,183611,11.9,-,29.3,199569,4.5,-,2.8,-,0,-
1400000US17031071800,"Census Tract 718, Cook County, Illinois",49.5,207841,18.3,171094,26,215357,5.6,"250,000+",0.6,-,0,-
1400000US17031080100,"Census Tract 801, Cook County, Illinois",77.1,193650,19.2,"250,000+",1.1,-,1.6,-,1,-,0,-
1400000US17031080201,"Census Tract 802.01, Cook County, Illinois",86.6,160333,10.9,"250,000+",2.4,-,0,-,0,-,0,-
1400000US17031080202,"Census Tract 802.02, Cook County, Illinois",72.5,170893,14.5,-,9.9,-,3.1,-,0,-,0,-
1400000US17031080300,"Census Tract 803, Cook County, Illinois",71.4,180714,15.2,"250,000+",12.1,81500,1.3,-,0,-,0,-
1400000US17031080400,"Census Tract 804, Cook County, Illinois",57,39476,36.7,35784,3.4,-,1.3,-,1.6,-,0,-
1400000US17031081000,"Census Tract 810, Cook County, Illinois",82,139271,10.7,-,7.3,-,0,-,0,-,0,-
1400000US17031081100,"Census Tract 811, Cook County, Illinois",90.5,80982,5.9,-,3.6,-,0,-,0,-,0,-
1400000US17031081201,"Census Tract 812.01, Cook County, Illinois",86,"250,000+",11.5,-,0,-,2.4,-,0,-,0,-
1400000US17031081202,"Census Tract 812.02, Cook County, Illinois",79.5,200750,10.4,"250,000+",8.8,"250,000+",1.3,-,0,-,0,-
1400000US17031081300,"Census Tract 813, Cook County, Illinois",89.2,143125,4.4,232024,5.3,-,0,-,1.2,-,0,-
1400000US17031081401,"Census Tract 814.01, Cook County, Illinois",86.3,217120,9.1,-,4.6,-,0,-,0,-,0,-
1400000US17031081402,"Census Tract 814.02, Cook County, Illinois",76.5,167379,12.2,154135,10.1,"250,000+",1.2,-,0,-,0,-
1400000US17031081403,"Census Tract 814.03, Cook County, Illinois",89.2,181918,5.2,-,5.6,"250,000+",0,-,0,-,0,-
1400000US17031081500,"Census Tract 815, Cook County, Illinois",80.1,196296,18.9,243106,1,-,0,-,0,-,0,-
1400000US17031081600,"Census Tract 816, Cook County, Illinois",67.2,180938,26.9,158482,4.1,-,1.8,-,0,-,0,-
1400000US17031081700,"Census Tract 817, Cook County, Illinois",79.7,132277,16.6,-,3.6,-,0,-,0,-,0,-
1400000US17031081800,"Census Tract 818, Cook County, Illinois",69.1,217250,15.5,"250,000+",10.1,-,5.3,-,0,-,0,-
1400000US17031081900,"Census Tract 819, Cook County, Illinois",62.7,151458,22.3,-,11.2,"250,000+",3.9,-,0,-,0,-
1400000US17031090100,"Census Tract 901, Cook County, Illinois",43.6,90313,21.9,143512,19.7,156719,13.4,159531,1.3,-,0,-
1400000US17031090200,"Census Tract 902, Cook County, Illinois",39.6,104583,22.9,125833,29.7,207207,6,96962,1.9,-,0,-
1400000US17031090300,"Census Tract 903, Cook County, Illinois",46,81406,15,178750,25.7,136518,11,"250,000+",0,-,2.3,-
1400000US17031100100,"Census Tract 1001, Cook County, Illinois",41.5,56563,20.9,97292,25.6,133586,9.4,123917,1.9,-,0.7,-
1400000US17031100200,"Census Tract 1002, Cook County, Illinois",54.1,68819,14.1,146797,15.2,110087,15.2,174878,0.7,-,0.6,-
1400000US17031100300,"Census Tract 1003, Cook County, Illinois",39.9,81154,32,127513,17.3,150500,6.8,174271,3.9,"250,000+",0,-
1400000US17031100400,"Census Tract 1004, Cook County, Illinois",32.9,94896,26.2,109444,26.7,121667,14.2,120385,0,-,0,-
1400000US17031100500,"Census Tract 1005, Cook County, Illinois",46.9,81161,19.8,128060,22.2,127734,9,148984,2,-,0,-
1400000US17031100600,"Census Tract 1006, Cook County, Illinois",44.2,77148,23.5,85735,19.2,134097,8.7,83704,1.6,-,2.7,-
1400000US17031100700,"Census Tract 1007, Cook County, Illinois",47.8,85121,27.4,101500,16.7,131786,7.9,102083,0,-,0.2,-
1400000US17031110100,"Census Tract 1101, Cook County, Illinois",42.6,95132,24.3,98333,22.2,147841,7.3,-,1.4,-,2.2,-
1400000US17031110200,"Census Tract 1102, Cook County, Illinois",30.9,75125,32.7,85357,20.4,105417,8.7,-,6.7,128698,0.5,-
1400000US17031110300,"Census Tract 1103, Cook County, Illinois",40.7,80536,19.5,108938,27.8,106585,7.2,-,1.9,-,2.9,-
1400000US17031110400,"Census Tract 1104, Cook County, Illinois",51,73429,24.4,68750,21.2,100110,1.8,-,1.6,-,0,-
1400000US17031110501,"Census Tract 1105.01, Cook County, Illinois",42,84491,16.7,126518,24.3,93750,9.9,125987,1.9,143750,5.3,91398
1400000US17031110502,"Census Tract 1105.02, Cook County, Illinois",42.1,101620,24.2,98242,14.8,71150,11.7,-,7.2,156361,0,-
1400000US17031120100,"Census Tract 1201, Cook County, Illinois",46.3,121944,22.5,151500,17.3,213056,10.8,169821,0.6,-,2.3,180156
1400000US17031120200,"Census Tract 1202, Cook County, Illinois",32.9,132813,31,120714,21.8,157375,12,174359,0,-,2.3,-
1400000US17031120300,"Census Tract 1203, Cook County, Illinois",45.7,126563,16.8,127393,24.9,182750,9.7,"250,000+",2.9,178068,0,-
1400000US17031120400,"Census Tract 1204, Cook County, Illinois",39.5,63125,17,54750,31.7,173864,7,39432,4.8,76193,0,-
1400000US17031130100,"Census Tract 1301, Cook County, Illinois",47.5,53333,19.2,-,9.4,120938,10.7,-,4.2,-,9.1,"250,000+"
1400000US17031130200,"Census Tract 1302, Cook County, Illinois",53,67000,19.5,204750,15.3,235125,9.1,106607,2.6,-,0.5,-
1400000US17031130300,"Census Tract 1303, Cook County, Illinois",30,76750,30,51845,17.1,90781,13.4,64750,5.8,80438,3.7,-
1400000US17031140100,"Census Tract 1401, Cook County, Illinois",27.1,-,23.8,63542,15.5,44125,16.1,16761,12.6,-,4.9,-
1400000US17031140200,"Census Tract 1402, Cook County, Illinois",37.2,40272,26.7,-,17.8,63086,11,51389,4.3,-,2.9,-
1400000US17031140301,"Census Tract 1403.01, Cook County, Illinois",33.2,31103,26.4,38846,16.8,61319,10.1,-,2.8,-,10.8,115500
1400000US17031140302,"Census Tract 1403.02, Cook County, Illinois",39.1,64063,26.2,111313,18.3,127632,10,-,6.4,62050,0,-
1400000US17031140400,"Census Tract 1404, Cook County, Illinois",39.6,101429,19.4,-,21,98603,14.6,-,2.4,-,3,-
1400000US17031140500,"Census Tract 1405, Cook County, Illinois",33.1,84868,23.1,-,20.4,-,14.2,36184,7.7,-,1.4,-
1400000US17031140601,"Census Tract 1406.01, Cook County, Illinois",26.2,71250,30.5,36761,27.5,62708,10.5,96042,3.3,-,2,191250
1400000US17031140602,"Census Tract 1406.02, Cook County, Illinois",22.5,60682,32.4,62031,33,-,9.3,26915,1.6,-,1.3,-
1400000US17031140701,"Census Tract 1407.01, Cook County, Illinois",38.7,58182,22.4,108214,26.7,65536,7.1,135625,3.2,-,1.8,91500
1400000US17031140702,"Census Tract 1407.02, Cook County, Illinois",24.4,51793,30.9,65833,27.8,80565,5.7,-,9.3,56154,1.9,-
1400000US17031140800,"Census Tract 1408, Cook County, Illinois",44,84150,23.1,113162,17.7,146250,12.8,38349,1.6,-,0.7,-
1400000US17031150200,"Census Tract 1502, Cook County, Illinois",46.2,65962,21.2,114563,24.5,102017,2.3,-,1.3,-,4.5,-
1400000US17031150300,"Census Tract 1503, Cook County, Illinois",40.4,76988,20.6,79107,23.8,135531,5.1,-,4.8,81667,5.3,124934
1400000US17031150401,"Census Tract 1504.01, Cook County, Illinois",40.8,53500,14.7,123542,29.4,108750,7.8,63750,4.1,165536,3.3,215272
1400000US17031150402,"Census Tract 1504.02, Cook County, Illinois",30.5,73631,37,76066,21.1,117581,8.2,-,0.7,-,2.6,-
1400000US17031150501,"Census Tract 1505.01, Cook County, Illinois",42,67279,26.7,86111,14.4,108409,9.2,-,4.5,110179,3.3,88542
1400000US17031150502,"Census Tract 1505.02, Cook County, Illinois",44.6,61643,23.4,92014,13.4,127750,14.1,54828,2.9,-,1.6,-
1400000US17031150600,"Census Tract 1506, Cook County, Illinois",37.2,62000,31,82413,14.1,101313,10.9,-,2.1,-,4.7,-
1400000US17031150700,"Census Tract 1507, Cook County, Illinois",41.3,47917,32,80714,17.4,121875,2.4,-,3.2,-,3.6,73854
1400000US17031150800,"Census Tract 1508, Cook County, Illinois",44.8,52188,17.7,-,22.7,97833,11.2,98583,1.3,-,2.4,-
1400000US17031151001,"Census Tract 1510.01, Cook County, Illinois",31.6,72000,28.6,70192,24.8,71161,6.5,52232,2.1,-,6.4,-
1400000US17031151002,"Census Tract 1510.02, Cook County, Illinois",29.7,62563,25,60455,21.4,59000,17,-,4.4,113472,2.5,113295
1400000US17031151100,"Census Tract 1511, Cook County, Illinois",34.8,61098,29.8,54554,16.5,62250,14.6,40417,1.3,-,3.1,146111
1400000US17031151200,"Census Tract 1512, Cook County, Illinois",37.1,60982,25.6,100078,15,78409,9.4,93553,10,157837,3,-
1400000US17031160100,"Census Tract 1601, Cook County, Illinois",47.6,66288,22.6,64107,15.8,120750,11.1,162292,3,-,0,-
1400000US17031160200,"Census Tract 1602, Cook County, Illinois",38.8,80625,29.8,162955,22.8,200764,6,157333,2.6,-,0,-
1400000US17031160300,"Census Tract 1603, Cook County, Illinois",56.3,64866,22.2,-,15.6,41800,5.9,193594,0,-,0,-
1400000US17031160400,"Census Tract 1604, Cook County, Illinois",47,61115,28.1,-,15.1,81458,5,125682,5,-,0,-
1400000US17031160501,"Census Tract 1605.01, Cook County, Illinois",32.4,40625,27.5,66250,19.1,71111,14.3,53068,0,-,6.7,-
1400000US17031160502,"Census Tract 1605.02, Cook County, Illinois",37.4,68929,27.2,63846,15.3,44917,17.3,46763,2.7,-,0,-
1400000US17031160601,"Census Tract 1606.01, Cook County, Illinois",29.7,62500,41.5,79318,20.6,89583,4.4,116369,1.5,-,2.3,-
1400000US17031160602,"Census Tract 1606.02, Cook County, Illinois",38,66250,38.1,92344,8.4,159479,15.5,50964,0,-,0,-
1400000US17031160700,"Census Tract 1607, Cook County, Illinois",45.4,74521,26.1,84447,20.2,-,7,121372,1.3,-,0,-
1400000US17031160800,"Census Tract 1608, Cook County, Illinois",31.8,52258,32.5,68906,16.1,85804,10.8,128654,4.8,-,4,225938
1400000US17031160900,"Census Tract 1609, Cook County, Illinois",54.9,71563,19,96759,16.2,205368,1.5,-,7.3,-,1,-
1400000US17031161000,"Census Tract 1610, Cook County, Illinois",36.4,82875,14.1,155536,33.8,176250,10.4,-,5.2,135500,0,-
1400000US17031161100,"Census Tract 1611, Cook County, Illinois",45.7,107143,19.2,130469,24.3,161375,6.2,178750,3.8,112841,0.7,-
1400000US17031161200,"Census Tract 1612, Cook County, Illinois",42.1,65568,19.6,82273,16,47250,11.3,61750,8.5,143542,2.5,-
1400000US17031161300,"Census Tract 1613, Cook County, Illinois",28,53631,41.2,49226,11.4,86023,17.3,-,1,-,1,-
1400000US17031170100,"Census Tract 1701, Cook County, Illinois",66.7,63929,16.3,143482,9.4,99196,5.5,-,2.1,-,0,-
1400000US17031170200,"Census Tract 1702, Cook County, Illinois",36.9,59013,20.1,72250,17.3,97857,19.5,92250,6.2,-,0,-
1400000US17031170300,"Census Tract 1703, Cook County, Illinois",29,54355,25,58583,25.8,93533,17.7,84922,0.7,-,1.7,-
1400000US17031170400,"Census Tract 1704, Cook County, Illinois",50.8,64608,27.7,96006,10.5,57788,2.1,57054,5.7,-,3.2,-
1400000US17031170500,"Census Tract 1705, Cook County, Illinois",41.8,77417,26.6,92772,25.6,109646,3.8,-,0.7,-,1.6,-
1400000US17031170600,"Census Tract 1706, Cook County, Illinois",45,68125,24.5,84464,19.1,127167,9.4,107500,2,-,0,-
1400000US17031170700,"Census Tract 1707, Cook County, Illinois",37.7,57125,24.4,84063,19.2,79440,11,144674,5.5,-,2.3,-
1400000US17031170800,"Census Tract 1708, Cook County, Illinois",44.4,61719,29.8,84219,12.8,83090,4.5,103289,0,-,8.5,82688
1400000US17031170900,"Census Tract 1709, Cook County, Illinois",43.2,68173,18.5,100556,18.7,104375,14.8,120982,0.9,-,3.9,-
1400000US17031171000,"Census Tract 1710, Cook County, Illinois",44.5,79906,24,87765,17.1,-,5.5,95580,8.1,92019,0.7,-
1400000US17031171100,"Census Tract 1711, Cook County, Illinois",42.9,63894,14.8,111250,14.6,111563,19.5,143333,3.9,111111,4.3,-
1400000US17031180100,"Census Tract 1801, Cook County, Illinois",41.1,29561,31.6,52245,18.6,100313,5.6,105083,1.1,-,1.9,-
1400000US17031190100,"Census Tract 1901, Cook County, Illinois",34.5,39327,24.7,52125,23,38828,11.3,-,3.4,-,3.2,-
1400000US17031190200,"Census Tract 1902, Cook County, Illinois",27.3,35568,24.5,40625,20.3,61146,9.3,73319,14.6,120917,4,68802
1400000US17031190300,"Census Tract 1903, Cook County, Illinois",22.4,76875,23.9,42386,31.1,86000,6.2,68750,6.8,77417,9.6,89013
1400000US17031190401,"Census Tract 1904.01, Cook County, Illinois",24.7,63846,18.7,86250,28.3,68714,16.3,68056,7.8,62083,4.2,36310
1400000US17031190402,"Census Tract 1904.02, Cook County, Illinois",36.8,56218,17.6,50662,25.3,63790,6,-,6.8,45375,7.6,109250
1400000US17031190601,"Census Tract 1906.01, Cook County, Illinois",22.9,31250,31.5,40845,10.7,131188,14.9,64545,7.4,86053,12.7,223115
1400000US17031190602,"Census Tract 1906.02, Cook County, Illinois",35.2,41731,23.5,59875,16.1,54808,12.2,90938,5.6,66063,7.4,111897
1400000US17031190701,"Census Tract 1907.01, Cook County, Illinois",22.3,50221,26.5,43421,22.2,39091,21.2,34750,3.5,-,4.3,-
1400000US17031190702,"Census Tract 1907.02, Cook County, Illinois",23.3,47875,31.9,39792,21.1,56354,14,38200,6.8,-,2.8,-
1400000US17031190800,"Census Tract 1908, Cook County, Illinois",30.3,40750,21.7,44375,23.6,50208,10.8,-,3.8,56908,9.8,86875
1400000US17031190900,"Census Tract 1909, Cook County, Illinois",37,36806,11.2,-,17.6,88750,20.3,81417,7.1,-,6.9,-
1400000US17031191000,"Census Tract 1910, Cook County, Illinois",23.2,45089,23.8,92656,18.5,95625,15.7,-,9.2,49464,9.6,110804
1400000US17031191100,"Census Tract 1911, Cook County, Illinois",25.1,39888,18,26774,22.9,51009,13.9,52045,14.6,55833,5.5,71654
1400000US17031191200,"Census Tract 1912, Cook County, Illinois",25.6,42750,28,50469,25.1,38500,8.4,50000,4.5,-,8.4,-
1400000US17031191301,"Census Tract 1913.01, Cook County, Illinois",21,38456,15.3,56667,24.2,41750,17.3,83556,11.6,74922,10.5,-
1400000US17031191302,"Census Tract 1913.02, Cook County, Illinois",14.8,-,24.6,44740,27.1,50625,16.6,53304,11.3,-,5.6,75833
1400000US17031200100,"Census Tract 2001, Cook County, Illinois",36.1,57600,20,81413,27.7,40882,4.7,-,5.2,81150,6.3,126473
1400000US17031200200,"Census Tract 2002, Cook County, Illinois",44,54318,21.1,53534,18.7,37188,11.7,85500,1.3,-,3.3,105921
1400000US17031200300,"Census Tract 2003, Cook County, Illinois",27.3,36250,24.8,45179,17.4,-,22.5,37679,5.6,-,2.5,-
1400000US17031200401,"Census Tract 2004.01, Cook County, Illinois",35.4,40393,18,40625,21,43214,10.4,-,5.4,-,9.8,87917
1400000US17031200402,"Census Tract 2004.02, Cook County, Illinois",32.7,26071,8.2,-,30.1,75560,11,51250,7.6,-,10.4,-
1400000US17031210100,"Census Tract 2101, Cook County, Illinois",46.2,97757,25.2,-,10.4,99702,17.6,-,0,-,0.6,-
1400000US17031210400,"Census Tract 2104, Cook County, Illinois",42.1,73083,24.7,37381,13.1,66250,9.1,31250,6.9,-,4.2,-
1400000US17031210501,"Census Tract 2105.01, Cook County, Illinois",33.5,51563,39.4,22146,22.7,50823,2.9,-,1.5,-,0,-
1400000US17031210502,"Census Tract 2105.02, Cook County, Illinois",16.8,51806,33.3,54063,16,113750,17.9,29453,8.3,-,7.6,-
1400000US17031210601,"Census Tract 2106.01, Cook County, Illinois",34.7,66500,26.3,80781,19.9,64485,14.8,54946,1.3,-,2.9,174000
1400000US17031210602,"Census Tract 2106.02, Cook County, Illinois",44.3,60658,21.3,55583,23.9,83026,4.5,-,2.3,-,3.7,-
